iter	Logloss
219	0.2955056766
220	0.2945806733
221	0.2935302001
222	0.2933128036
223	0.2924182148
224	0.291685469
225	0.2907903143
226	0.2899731738
227	0.2890647786
228	0.2884437545
229	0.2875587853
230	0.2868505834
231	0.2861160892
232	0.2856619389
233	0.2850093871
234	0.2843023173
235	0.2835379255
236	0.2828848292
237	0.2824654433
238	0.2819814802
239	0.2812483667
240	0.2803483551
241	0.2797695311
242	0.2789690387
243	0.2780693432
244	0.2773576984
245	0.2768016289
246	0.2758828797
247	0.2753022967
248	0.274799796
249	0.2738327377
250	0.2735081483
251	0.2727915854
252	0.2722965852
253	0.2714296589
254	0.2708411082
255	0.2702955614
256	0.2698149748
257	0.2691569589
258	0.2683557622
259	0.2678645463
260	0.2674691267
261	0.2665672096
262	0.2659635799
263	0.2655504805
264	0.2648180701
265	0.2640090475
266	0.2632409703
267	0.2627500059
268	0.2621260511
269	0.2615147799
270	0.2608867721
271	0.2603243445
272	0.2598221276
273	0.2592477294
274	0.2587889999
275	0.2581664033
276	0.2573836991
277	0.2569371687
278	0.2564284194
279	0.2557061139
280	0.2551481751
281	0.2543106752
282	0.2537708071
283	0.2532143143
284	0.2528960307
285	0.2523361193
286	0.251842969
287	0.2516870067
288	0.2511351814
289	0.2506214778
290	0.2502060505
291	0.2496845228
292	0.2490673756
293	0.2483809432
294	0.2477118059
295	0.2470073381
296	0.2465391634
297	0.2459881933
298	0.2454939859
299	0.2450580822
300	0.2446344238
301	0.243906439
302	0.2433675594
303	0.2428494062
304	0.242254758
305	0.2418615562
306	0.2410668561
307	0.2405861218
308	0.2399946873
309	0.2392901419
310	0.2387744756
311	0.2384319687
312	0.2381521276
313	0.2375225389
314	0.237140918
315	0.2366962973
316	0.2362126326
317	0.2358074861
318	0.2352303317
319	0.2349480595
320	0.2343984081
321	0.2339463853
322	0.2332884014
323	0.2326234507
324	0.2321266539
325	0.2315370533
326	0.2310584186
327	0.2305584402
328	0.230049743
329	0.2296964986
330	0.2292298544
331	0.2288325622
332	0.2285206484
333	0.2280531179
334	0.2277360571
335	0.2270866169
336	0.226528731
337	0.2262587617
338	0.2257269933
339	0.2253377159
340	0.2250113764
341	0.2244560736
342	0.2238535131
343	0.2233756605
344	0.2230325222
345	0.2227163596
346	0.2222023644
347	0.2218846123
348	0.2214440725
349	0.2211185471
350	0.220635688
351	0.2203030937
352	0.219863188
353	0.2196338
354	0.2189656556
355	0.2183985673
356	0.2178410774
357	0.2173806705
358	0.2169812481
359	0.2166088755
360	0.2163926126
361	0.2159352291
362	0.215477225
363	0.2149870164
364	0.2147286211
365	0.2145971191
366	0.2141781745
367	0.2139446611
368	0.2136591092
369	0.2134340006
370	0.2129570974
371	0.2126742518
372	0.2123592382
373	0.2119712212
374	0.2116596093
375	0.2111770644
376	0.2108029512
377	0.2102657607
378	0.2095304532
379	0.2092281898
380	0.2089600055
381	0.2084251255
382	0.2080322299
383	0.2077436124
384	0.2072571221
385	0.2068376968
386	0.2064218203
387	0.2060263085
388	0.2055244484
389	0.2050859418
390	0.2048235015
391	0.2043594434
392	0.2039759131
393	0.2035388306
394	0.2031038357
395	0.2026846336
396	0.2024764126
397	0.2020371574
398	0.2018369039
399	0.2015791304
400	0.201127772
401	0.2007867398
402	0.2005241708
403	0.1999686191
404	0.1995930076
405	0.1993875326
406	0.1991177232
407	0.1988135501
408	0.1985210079
409	0.198067611
410	0.1978919999
411	0.1977016551
412	0.1972229213
413	0.196990923
414	0.1966678747
415	0.19636305
416	0.1961595255
417	0.195755468
418	0.1955609758
419	0.1950922106
420	0.1948442071
421	0.1942957429
422	0.1939980933
423	0.1935714595
424	0.1932833718
425	0.1929699293
426	0.1927300278
427	0.1925248861
428	0.1923702977
429	0.192045011
430	0.191717198
431	0.1912472521
432	0.1910550886
433	0.1906538803
434	0.1905098567
435	0.1900194047
436	0.1896766369
437	0.189486745
438	0.1891015199
439	0.1887185494
440	0.1883010404
441	0.1880034564
442	0.1876771273
443	0.187450712
444	0.1871650524
445	0.1869153708
446	0.1866073503
447	0.1863217585
448	0.1861066749
449	0.1857562981
450	0.1854183313
451	0.1851572543
452	0.1847328523
453	0.1844514361
454	0.1840896503
455	0.1838654034
456	0.1836062123
457	0.1833083704
458	0.1830694153
459	0.1827246698
460	0.1824260804
461	0.1822075079
462	0.1820310935
463	0.1816976277
464	0.1814614209
465	0.181219991
466	0.1807972074
467	0.1805093175
468	0.1802934833
469	0.1797069262
470	0.1794651718
471	0.1792243665
472	0.1788220723
473	0.178386259
474	0.1780491889
475	0.1777420562
476	0.1773716859
477	0.1772250547
478	0.1768391159
479	0.176715269
480	0.1764749234
481	0.1761697118
482	0.1759367212
483	0.1756159524
484	0.175294841
485	0.1749209861
486	0.174672305
487	0.1743110806
488	0.1740402379
489	0.1737468433
490	0.1734011329
491	0.1731195047
492	0.1727244845
493	0.1724783588
494	0.1722044503
495	0.1716775484
496	0.1713855122
497	0.1711818433
498	0.1707501407
499	0.1703965617
500	0.1702457557
501	0.1700515159
502	0.1698531253
503	0.1694731285
504	0.1690496978
505	0.1687753973
506	0.1686167579
507	0.1684461262
508	0.1682617823
509	0.1678976927
510	0.1676394729
511	0.1672882125
512	0.1670399022
513	0.1666140143
514	0.1662528785
515	0.1658287407
516	0.165439092
517	0.1651095439
518	0.1648952761
519	0.1645726106
520	0.1643645116
521	0.1641466822
522	0.1638707204
523	0.1634941385
524	0.1632969688
525	0.1630819072
526	0.1629641855
527	0.1627554165
528	0.1624701655
529	0.1621019171
530	0.161860374
531	0.1616222646
532	0.1615176968
533	0.1613967975
534	0.1612938199
535	0.1609882161
536	0.1608302909
537	0.1606818533
538	0.1603817824
539	0.1602145192
540	0.1600410357
541	0.1598479143
542	0.1593912549
543	0.1592261874
544	0.1589911552
545	0.1587225912
546	0.1583648755
547	0.1580999331
548	0.1578576763
549	0.1575989091
550	0.1573464719
551	0.1571380177
552	0.1569550486
553	0.1566770946
554	0.1565295608
555	0.1562319817
556	0.1559339666
557	0.1556491963
558	0.1554224379
559	0.1552890096
560	0.1550624017
561	0.1548115877
562	0.1546249622
563	0.1543094458
564	0.1539810031
565	0.1537292732
566	0.1534742241
567	0.153232488
568	0.1530287041
569	0.1526246449
570	0.1523705762
571	0.152156859
572	0.1518778642
573	0.1514993334
574	0.1512089758
575	0.1510466296
576	0.150736313
577	0.150405118
578	0.1501920545
579	0.150070452
580	0.149864702
581	0.1497241616
582	0.1494680693
583	0.1491231332
584	0.1489755526
585	0.1486371639
586	0.1484180601
587	0.1482104738
588	0.1479915427
589	0.1475859189
590	0.1474201376
591	0.1470794794
592	0.1468427951
593	0.146499677
594	0.146413304
595	0.1462355944
596	0.1459270768
597	0.1457319622
598	0.1454125005
599	0.1451403106
600	0.1450322713
601	0.1448095882
602	0.144741001
603	0.1445922749
604	0.144346061
605	0.1441621324
606	0.1439443395
607	0.143795155
608	0.1434977847
609	0.1433736931
610	0.143020616
611	0.1428498254
612	0.1424742613
613	0.1420464681
614	0.1417911465
615	0.1414109682
616	0.1412758135
617	0.1409825245
618	0.1407709772
619	0.1406412356
620	0.1403635122
621	0.1401840932
622	0.13983664
623	0.139742716
624	0.139582384
625	0.1393442351
626	0.1391856027
627	0.1390278271
628	0.1389400455
629	0.138825628
630	0.1385174911
631	0.1383885947
632	0.1381847025
633	0.1379988608
634	0.1377309295
635	0.1374564776
636	0.1372124419
637	0.1370272752
638	0.1369532892
639	0.1367524493
640	0.1364238006
641	0.1362672745
642	0.1360215294
643	0.1358402285
644	0.1355798091
645	0.1354131029
646	0.1351186046
647	0.1347950055
648	0.1347205596
649	0.1344628358
650	0.1342642118
651	0.1340733375
652	0.1338204626
653	0.1335362268
654	0.1332720198
655	0.1330890321
656	0.1328638718
657	0.1325007007
658	0.1324005514
659	0.1322328812
660	0.1319148674
661	0.1317001774
662	0.1314531595
663	0.1312985032
664	0.1311712501
665	0.1309281417
666	0.1306855491
667	0.1305994825
668	0.1304095012
669	0.1303045432
670	0.130266946
671	0.1300607372
672	0.1298964934
673	0.1297577631
674	0.1296306507
675	0.1293233738
676	0.1290438854
677	0.1288399569
678	0.1287285713
679	0.128431034
680	0.1281935276
681	0.1281230102
682	0.1279302793
683	0.1276882962
684	0.1275403881
685	0.1273306986
686	0.1271468809
687	0.1270484733
688	0.1269664806
689	0.1268305425
690	0.1266353785
691	0.1264814561
692	0.1261790031
693	0.1260642957
694	0.1258301056
695	0.1255987662
696	0.1254756593
697	0.1252333139
698	0.1250874219
699	0.1249750816
700	0.1246818084
701	0.1243651134
702	0.1241771921
703	0.1240117125
704	0.1237984734
705	0.1236767729
706	0.1235240355
707	0.1232475942
708	0.1231128199
709	0.1229762902
710	0.1227354902
711	0.122528238
712	0.1223862597
713	0.1221398784
714	0.1219742479
715	0.1218400327
716	0.1216981001
717	0.1214457129
718	0.1213127118
719	0.121098358
720	0.1209031047
721	0.1207569831
722	0.1205973409
723	0.1204511921
724	0.1203455113
725	0.1202409559
726	0.1200994841
727	0.1199080903
728	0.1196396624
729	0.1195505106
730	0.1194011022
731	0.1192376682
732	0.1189643901
733	0.1188450186
734	0.1186977182
735	0.1184184317
736	0.1181241976
737	0.1180150279
738	0.1179077524
739	0.1178046292
740	0.1176185884
741	0.1174683511
742	0.117282782
743	0.1171128468
744	0.1168529684
745	0.1165580541
746	0.1164239685
747	0.1163330646
748	0.116245979
749	0.1159725821
750	0.1158457934
751	0.1156520019
752	0.1154694227
753	0.1153791065
754	0.1152499235
755	0.115049558
756	0.114943546
757	0.1148387811
758	0.1147715974
759	0.1146386487
760	0.1144671676
761	0.1143464077
762	0.1142435638
763	0.1140093223
764	0.1138862474
765	0.1137903157
766	0.1135998699
767	0.1133285792
768	0.1131994155
769	0.1131058192
770	0.1128155859
771	0.1126674496
772	0.1125938571
773	0.1124778704
774	0.1124237109
775	0.1122287005
776	0.1121114125
777	0.1119685987
778	0.1118379195
779	0.1117117838
780	0.1115543261
781	0.1114198178
782	0.1112582182
783	0.1111431026
784	0.1110317685
785	0.1107942035
786	0.1106075175
787	0.1104941146
788	0.1103269958
789	0.1100968576
790	0.1100613112
791	0.1099079089
792	0.1097812853
793	0.109545674
794	0.1093772098
795	0.1091325901
796	0.1089704092
797	0.1088106347
798	0.1086600196
799	0.1084879721
800	0.1084240138
801	0.1082889071
802	0.1081484965
803	0.1080538998
804	0.1078925765
805	0.1077958437
806	0.1076942838
807	0.1075827646
808	0.1075113979
809	0.1074178107
810	0.1072054243
811	0.1070038089
812	0.1067262589
813	0.1065640805
814	0.1064299931
815	0.1063181042
816	0.1060999349
817	0.1059321426
818	0.1057828535
819	0.1055893541
820	0.1054367939
821	0.1052312682
822	0.1051802739
823	0.1049793427
824	0.1048666066
825	0.1046664643
826	0.1044789646
827	0.1043069385
828	0.1041400977
829	0.1039749037
830	0.1037502129
831	0.1035728218
832	0.1033316827
833	0.1031515676
834	0.1029943138
835	0.1029029339
836	0.1028055029
837	0.1026745426
838	0.102428025
839	0.1023221014
840	0.1021625058
841	0.1019299696
842	0.1017832918
843	0.1016244702
844	0.1015171188
845	0.1014302194
846	0.1011761735
847	0.1010902533
848	0.1009869717
849	0.1008095179
850	0.1007260753
851	0.1005807067
852	0.1004068112
853	0.1002759966
854	0.1000599499
855	0.09994342151
856	0.09986396699
857	0.09978925865
858	0.09966576421
859	0.09955691618
860	0.09946567073
861	0.09932892623
862	0.09916672129
863	0.09904500319
864	0.098968691
865	0.09879665252
866	0.0987413588
867	0.09863844527
868	0.09852911128
869	0.09845325625
870	0.09830979102
871	0.09818905599
872	0.09796773534
873	0.09785922002
874	0.09777205872
875	0.09766587782
876	0.09745076145
877	0.0973096044
878	0.09717474519
879	0.09704279166
880	0.09691996394
881	0.09678268097
882	0.09661526798
883	0.09652253558
884	0.09631707819
885	0.09618114302
886	0.09607592135
887	0.09593167021
888	0.09581521965
889	0.09561539007
890	0.09551040629
891	0.09543957811
892	0.09530962855
893	0.09508826272
894	0.09497903562
895	0.09482872705
896	0.09472427422
897	0.09453064324
898	0.0943857507
899	0.09429632818
900	0.09415181261
901	0.09407342023
902	0.09395067014
903	0.09384796605
904	0.09374836069
905	0.09365785319
906	0.09351474204
907	0.09338699792
908	0.09326385839
909	0.09312891746
910	0.0930397038
911	0.09293246801
912	0.09282455654
913	0.09279191556
914	0.09260881934
915	0.0924319988
916	0.09218643041
917	0.09208242897
918	0.09202007498
919	0.09194134616
920	0.09182259152
921	0.09173440409
922	0.09149503185
923	0.09141162017
924	0.09131072717
925	0.09114068363
926	0.09106417021
927	0.09090039276
928	0.09076364586
929	0.09066304552
930	0.09046711941
931	0.09035323191
932	0.09021944872
933	0.09005006827
934	0.08993807667
935	0.08985287873
936	0.08969256355
937	0.08957822773
938	0.08956233228
939	0.08950304487
940	0.08942524768
941	0.08933617816
942	0.08928923576
943	0.08914522257
944	0.0891067689
945	0.08899103726
946	0.0889454768
947	0.0888281033
948	0.08870449949
949	0.08865433771
950	0.08856296716
951	0.08844812652
952	0.08830573056
953	0.08814981494
954	0.08806233191
955	0.08799162271
956	0.0878787507
957	0.0877164462
958	0.08757717023
959	0.08747524102
960	0.08736760747
961	0.08720256489
962	0.0870228421
963	0.08697713069
964	0.0869031991
965	0.08674682962
966	0.08657376534
967	0.08649334283
968	0.08644828536
969	0.08629586236
970	0.08616478918
971	0.08605331206
972	0.08585782646
973	0.08571459617
974	0.08562368191
975	0.08547701947
976	0.08532097148
977	0.08518859584
978	0.08504858401
979	0.08501340751
980	0.08488374135
981	0.08473106783
982	0.0846123853
983	0.08449547131
984	0.084417274
985	0.08433199189
986	0.084137511
987	0.0839962415
988	0.08393776202
989	0.08379714405
990	0.08367852089
991	0.08356902074
992	0.08347849029
993	0.08329987276
994	0.08318238985
995	0.08312439414
996	0.08306856624
997	0.08294729053
998	0.08278029153
999	0.08275992048
